Region Code,Provider Code,Provider Name,Total number of incomplete pathways,Average (median) waiting time (in weeks),Month
Y62,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,20696,13.2237442922374,August-2024
Y62,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",55359,15.1183790682833,August-2024
Y62,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,31949,10.5821917808219,August-2024
Y62,RW4,MERSEY CARE NHS FOUNDATION TRUST,45,2.5625,August-2024
Y62,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,1435,4.13529411764706,August-2024
Y62,RWJ,STOCKPORT NHS FOUNDATION TRUST,36921,17.539247311828,August-2024
Y62,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,35363,15.0182266009852,August-2024
Y62,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,33743,15.1024881516588,August-2024
Y62,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,58589,15.0902140672783,August-2024
Y62,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,69353,16.3713496448303,August-2024
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,61280,10.4408988764045,August-2024
Y63,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,36312,13.0529344073648,August-2024
Y63,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,45677,15.4108796296296,August-2024
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,22755,12.2617493472585,August-2024
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,14564,11.9344262295082,August-2024
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,13174,12.7916666666667,August-2024
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,21437,10.1906946264744,August-2024
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,32959,13.2555266579974,August-2024
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,96660,12.7794891059354,August-2024
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,43277,15.9746563573883,August-2024
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,38216,14.1608187134503,August-2024
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,56978,14.3753026634383,August-2024
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,11861,10.7902173913043,August-2024
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,90240,11.9727143869596,August-2024
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,102490,11.4360448404714,August-2024
Y63,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,34890,10.1575209812782,August-2024
Y63,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,58127,14.4796421961752,August-2024
Y63,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,20565,9.96553446553447,August-2024
Y63,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,79214,14.9343765774861,August-2024
Y63,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,35054,11.2046332046332,August-2024
Y63,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",195,6.96666666666667,August-2024
Y63,RXF,MID YORKSHIRE TEACHING NHS TRUST,55924,14.3927536231884,August-2024
Y63,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,3610,4.42959427207637,August-2024
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,41908,11.8626943005181,August-2024
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,278,38.5,August-2024
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,437,17.125,August-2024
Y56,R1H,BARTS HEALTH NHS TRUST,126675,15.4754840724547,September-2024
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,101388,20.6534059945504,September-2024
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,111241,14.9678930926762,September-2024
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,8231,11.2854251012146,September-2024
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,25203,11.8975283213182,September-2024
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,28594,15.414364640884,September-2024
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,36242,14.3561301084237,September-2024
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",62018,12.255374934452,September-2024
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,135968,15.7678819927637,September-2024
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,68854,15.4301825993555,September-2024
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,35338,11.4680347277032,September-2024
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,66547,12.7748430962343,September-2024
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,95489,14.758637709773,September-2024
Y56,RKE,WHITTINGTON HEALTH NHS TRUST,21067,13.0114638447972,September-2024
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,8131,11.0215946843854,September-2024
Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,34932,8.33854166666667,September-2024
Y56,RPG,OXLEAS NHS FOUNDATION TRUST,2031,14.5119047619048,September-2024
Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,2066,4.17894736842105,September-2024
Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,60840,13.026622296173,September-2024
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,34907,11.2915611814346,September-2024
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,74573,14.4207988980716,September-2024
Y56,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,1845,24.3695652173913,September-2024
Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,51218,12.4703225806452,September-2024
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,96244,14.8231611893584,September-2024
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,68004,13.8529723991507,September-2024
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,56670,13.4709962168979,September-2024
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,34102,12.7348394768133,September-2024
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,21952,15.9569471624266,September-2024
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,37956,13.1148007590133,September-2024
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,42699,10.849267540478,September-2024
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,58079,12.7417962003454,September-2024
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,72319,14.622283981809,September-2024
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,829,11.8489583333333,September-2024
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,49322,13.8287671232877,September-2024
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,43122,17.3093858632677,September-2024
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,28501,14.5898692810458,September-2024
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,72659,11.4089684372594,September-2024
Y58,RVJ,NORTH BRISTOL NHS TRUST,45499,12.155160390516,September-2024
Y59,R1F,ISLE OF WIGHT NHS TRUST,15117,15.8400576368876,September-2024
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,37919,15.9119960668633,September-2024
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,5664,11.0869565217391,September-2024
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,85657,17.9205721241631,September-2024
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,59647,12.6011979823455,September-2024
Y59,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,62943,15.9144200626959,September-2024
Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,34392,9.6839953271028,September-2024
Y59,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,51971,14.8392718822618,September-2024
Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,31263,11.6777456647399,September-2024
Y59,RPA,MEDWAY NHS FOUNDATION TRUST,42498,17.2604422604423,September-2024
Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,18895,15.1588693957115,September-2024
Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,89771,15.2585768742058,September-2024
Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,58102,13.8342857142857,September-2024
Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,47730,14.1871013465627,September-2024
Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,86724,17.6127703398558,September-2024
Y59,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,3420,6.66666666666667,September-2024
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,45235,11.1456280788177,September-2024
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,154,5.0,September-2024
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,56411,15.7367601246106,September-2024
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,45269,16.1868178001679,September-2024
Y59,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,123861,20.8749344520189,September-2024
Y59,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,2152,3.52492668621701,September-2024
Y60,R1A,HEREFORDSHIRE AND WORCESTERSHIRE HEALTH AND CARE NHS TRUST,49,4.75,September-2024
Y60,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,13303,16.7203125,September-2024
Y60,RBK,WALSALL HEALTHCARE NHS TRUST,29976,12.1430131004367,September-2024
Y60,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,28956,15.6315086782377,September-2024
Y60,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,33040,12.9354187689203,September-2024
Y60,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,74510,15.1772287862513,September-2024
Y60,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,35505,12.9234146341463,September-2024
Y60,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,81485,15.3037451361868,September-2024
Y60,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,16408,19.1710526315789,September-2024
Y60,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,88842,16.6388408304498,September-2024
Y60,RLQ,WYE VALLEY NHS TRUST,24383,15.7702922077922,September-2024
Y60,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,17046,14.1678321678322,September-2024
Y60,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,49388,14.6505608283003,September-2024
Y60,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,27692,12.1038824763903,September-2024
Y60,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,40993,12.9278309409888,September-2024
Y60,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,58,6.25,September-2024
Y60,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,26221,14.3585055643879,September-2024
Y60,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,5048,3.63195691202873,September-2024
Y60,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,15069,16.4641873278237,September-2024
Y60,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,119166,17.5118198874296,September-2024
Y60,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,107539,16.4745481372187,September-2024
Y60,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,71779,17.5596786534047,September-2024
Y60,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,112490,15.2601226993865,September-2024
Y60,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,60665,15.4192004504505,September-2024
Y60,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,88258,15.0413258717176,September-2024
Y60,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,76716,16.2376033057851,September-2024
Y60,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,47529,20.289175257732,September-2024
Y60,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,16267,12.7851153039832,September-2024
Y61,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,871,10.6379310344828,September-2024
Y61,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,166315,17.1210796139928,September-2024
Y61,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,100092,16.993893129771,September-2024
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",26486,15.3418803418803,September-2024
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,37194,21.1407035175879,September-2024
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,91213,15.6597736177623,September-2024
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,7315,12.6921487603306,September-2024
Y61,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,78781,16.5518345952242,September-2024
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,31928,15.9643328929987,September-2024
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,33863,13.9994298745724,September-2024
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,64704,14.1421772754313,September-2024
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,84936,17.0233998623538,September-2024
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,35131,18.362977602108,September-2024
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,319,30.7727272727273,September-2024
Y61,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,47795,14.7220229555237,September-2024
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,56277,14.5633572828217,September-2024
Y62,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,194481,18.7489864864865,September-2024
Y62,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,47469,14.4412258606213,September-2024
Y62,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,81020,14.4096628082536,September-2024
Y62,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,5472,11.3133640552995,September-2024
Y62,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,23256,16.2808112324493,September-2024
Y62,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,39688,15.481884057971,September-2024
Y62,RBV,THE CHRISTIE NHS FOUNDATION TRUST,2558,3.93650793650794,September-2024
Y62,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,73794,16.7672264041691,September-2024
Y62,REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,1267,6.25824175824176,September-2024
Y62,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,16341,17.3257042253521,September-2024
Y62,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,16697,14.4253012048193,September-2024
Y62,RJN,EAST CHESHIRE NHS TRUST,12444,14.3024691358025,September-2024
Y62,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,33204,18.2230576441103,September-2024
Y62,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,142609,16.8349325337331,September-2024
Y62,RMC,BOLTON NHS FOUNDATION TRUST,43332,16.7729885057471,September-2024
Y62,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,19764,12.7207547169811,September-2024
Y62,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",52134,15.8878357030016,September-2024
Y62,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,32307,10.7793209876543,September-2024
Y62,RW4,MERSEY CARE NHS FOUNDATION TRUST,52,1.84210526315789,September-2024
Y62,RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,1688,2.82304526748971,September-2024
Y62,RWJ,STOCKPORT NHS FOUNDATION TRUST,36865,16.6769499417928,September-2024
Y62,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,35058,14.7510162601626,September-2024
Y62,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,33549,15.067726737338,September-2024
Y62,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,57829,15.0610875706215,September-2024
Y62,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,68132,15.7209439528024,September-2024
Y63,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,61098,10.0485908649174,September-2024
Y63,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,35148,13.1740442655936,September-2024
Y63,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,45019,15.7417777777778,September-2024
Y63,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,23069,11.9203821656051,September-2024
Y63,RCF,AIREDALE NHS FOUNDATION TRUST,14478,11.5173824130879,September-2024
Y63,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,12473,12.5420918367347,September-2024
Y63,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,21928,9.93919652551574,September-2024
Y63,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,32918,13.4272540983607,September-2024
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,96755,12.6953525009846,September-2024
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,42857,15.6132075471698,September-2024
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,38062,14.3073022312373,September-2024
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,56475,14.0819397993311,September-2024
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,12083,10.9828042328042,September-2024
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,88107,11.8703327922078,September-2024
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,101085,11.4377528789294,September-2024
Y63,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,34535,10.1882393876131,September-2024
Y63,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,56848,14.2483574244415,September-2024
Y63,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,20616,9.82097186700767,September-2024
Y63,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,79557,14.7723335138062,September-2024
Y63,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,35702,11.0821033210332,September-2024
Y63,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",204,5.5,September-2024
Y63,RXF,MID YORKSHIRE TEACHING NHS TRUST,55807,13.7653733528551,September-2024
Y63,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,3894,3.93436293436293,September-2024
Y63,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,40283,11.4920462762111,September-2024
Y63,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,233,40.875,September-2024
Y63,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,585,7.64285714285714,September-2024
Y56,R1H,BARTS HEALTH NHS TRUST,127044,15.4808657465496,October-2024
Y56,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,94952,19.8354430379747,October-2024
Y56,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,111910,15.0639651707971,October-2024
Y56,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,8300,11.0501792114695,October-2024
Y56,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,27247,11.2852975495916,October-2024
Y56,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,27652,16.1752336448598,October-2024
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,39815,13.4265381083563,October-2024
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",60490,11.9289150187066,October-2024
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,131354,15.4452251676781,October-2024
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,69328,15.583152173913,October-2024
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,34483,10.990157480315,October-2024
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,67463,12.8860090588827,October-2024
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,92126,14.3816700610998,October-2024
Y56,RKE,WHITTINGTON HEALTH NHS TRUST,23598,12.234328358209,October-2024
Y56,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,8052,10.7632311977716,October-2024
Y56,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,33872,7.93764705882353,October-2024
Y56,RPG,OXLEAS NHS FOUNDATION TRUST,2144,15.3488372093023,October-2024
Y56,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,1957,3.87430167597765,October-2024
Y56,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,61475,12.8226614699332,October-2024
Y56,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,35703,10.908,October-2024
Y56,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,74342,14.3868493150685,October-2024
Y56,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,1875,26.1666666666667,October-2024
Y56,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,50296,12.475625,October-2024
Y56,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,95547,14.5443799253422,October-2024
Y58,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,67962,13.9421875,October-2024
Y58,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,55248,13.4411979547115,October-2024
Y58,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,33889,12.1815203145478,October-2024
Y58,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,21950,15.2461273666093,October-2024
Y58,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,39169,13.0196526508227,October-2024
Y58,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,42673,10.5623040752351,October-2024
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,58693,12.7221878862794,October-2024
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,71643,14.6576650300055,October-2024
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,768,8.82758620689655,October-2024
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,49465,13.4140365448505,October-2024
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,41673,17.1376008064516,October-2024
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,28308,14.3775933609959,October-2024
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,72742,10.9409888357257,October-2024
Y58,RVJ,NORTH BRISTOL NHS TRUST,44782,11.6480620155039,October-2024
Y59,R1F,ISLE OF WIGHT NHS TRUST,14762,15.8769230769231,October-2024
Y59,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,37955,15.9334365325077,October-2024
Y59,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,5413,11.6818181818182,October-2024
Y59,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,85092,17.6496191512514,October-2024
Y59,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,60869,12.5964658169177,October-2024
Y59,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,62236,15.9877078814172,October-2024
Y59,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,33678,9.77177177177177,October-2024
Y59,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,52432,14.5954508529651,October-2024
Y59,RN7,DARTFORD AND GRAVESHAM NHS TRUST,30931,11.9631057268722,October-2024
Y59,RPA,MEDWAY NHS FOUNDATION TRUST,42134,17.545101842871,October-2024
Y59,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,19135,15.1666666666667,October-2024
Y59,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,90247,14.6780785562633,October-2024
Y59,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,58136,13.9658725048294,October-2024
Y59,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,49180,14.0320987654321,October-2024
Y59,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,85971,17.7700411099692,October-2024
Y59,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,3838,5.48192771084337,October-2024
Y59,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,45423,10.7117576484703,October-2024
Y59,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,146,5.76923076923077,October-2024
Y59,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,55340,16.3177283192632,October-2024
Y59,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,44775,15.8635986733002,October-2024
